Software Version,3.03.14,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Experiment File Path:,C:\Users\synergy\Desktop\T.Lindsay\TLAP_CHL_12092023_00s.txt,,,,,,,,,,,,
Protocol File Path:,C:\Users\Public\Documents\Protocols\KW_Chlorophyll.prt,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Number,Plate 1,,,,,,,,,,,,
Date,12/9/23,,,,,,,,,,,,
Time,12:20:49 PM,,,,,,,,,,,,
Reader Type:,Synergy HTX,,,,,,,,,,,,
Reader Serial Number:,18041123,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,
,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,
Read,Chl,,,,,,,,,,,,
,Absorbance Endpoint,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,
,"Wavelengths:  630, 663, 750",,,,,,,,,,,,
,"Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8",,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Actual Temperature:,23.1,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Actual Temperature:,23.1,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Actual Temperature:,23.1,,,,,,,,,,,,
,,,,,,,,,,,,,
Results,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,
A,0.028,0.028,0.035,0.035,0.033,0.036,0.04,0.042,0.032,0.034,0.04,0.044,Chl:630
,0.028,0.027,0.042,0.042,0.035,0.039,0.063,0.068,0.043,0.045,0.076,0.083,Chl:663
,0.028,0.028,0.032,0.032,0.032,0.035,0.032,0.033,0.029,0.03,0.032,0.034,Chl:750
B,0.03,0.035,0.042,0.046,0.035,0.033,0.065,0.069,0.035,0.034,0.044,0.043,Chl:630
,0.033,0.036,0.069,0.075,0.037,0.036,0.175,0.189,0.043,0.044,0.082,0.087,Chl:663
,0.03,0.032,0.033,0.036,0.031,0.033,0.034,0.034,0.03,0.03,0.029,0.029,Chl:750
C,0.037,0.036,0.035,0.042,0.03,0.029,0.034,0.033,0.032,0.032,0.071,0.074,Chl:630
,0.061,0.062,0.055,0.062,0.031,0.03,0.035,0.034,0.035,0.036,0.224,0.244,Chl:663
,0.03,0.029,0.029,0.035,0.03,0.029,0.033,0.032,0.031,0.032,0.031,0.03,Chl:750
D,0.048,0.057,0.033,0.034,0.042,0.036,0.079,0.063,0.04,0.052,0.036,0.034,Chl:630
,0.121,0.136,0.044,0.046,0.066,0.062,0.161,0.176,0.07,0.083,0.054,0.051,Chl:663
,0.03,0.033,0.03,0.03,0.036,0.029,0.03,0.032,0.033,0.041,0.04,0.03,Chl:750
E,0.075,0.078,0.055,0.061,0.036,0.039,0.031,0.031,0.034,0.032,0.033,0.035,Chl:630
,0.236,0.256,0.135,0.153,0.057,0.057,0.032,0.032,0.053,0.04,0.043,0.045,Chl:663
,0.032,0.029,0.033,0.036,0.032,0.029,0.03,0.03,0.03,0.03,0.03,0.032,Chl:750
F,0.029,0.03,0.038,0.039,0.042,0.043,0.041,0.047,0.038,0.049,0.03,0.032,Chl:630
,0.03,0.031,0.068,0.073,0.091,0.097,0.08,0.093,0.064,0.076,0.032,0.034,Chl:663
,0.029,0.03,0.031,0.03,0.029,0.029,0.029,0.034,0.031,0.039,0.029,0.032,Chl:750
G,0.039,0.043,0.028,0.029,0.029,0.029,0.029,0.028,0.029,0.035,0.028,0.032,Chl:630
,0.06,0.064,0.028,0.028,0.029,0.029,0.029,0.028,0.029,0.035,0.028,0.032,Chl:663
,0.032,0.032,0.028,0.028,0.029,0.029,0.028,0.028,0.029,0.035,0.028,0.031,Chl:750
H,0.028,0.028,0.035,0.029,0.031,0.029,0.03,0.03,0.031,0.031,0.029,0.028,Chl:630
,0.028,0.028,0.035,0.029,0.031,0.029,0.029,0.03,0.031,0.03,0.028,0.028,Chl:663
,0.028,0.028,0.034,0.029,0.031,0.029,0.029,0.029,0.03,0.03,0.028,0.028,Chl:750
