"Plot Title: 21741108-C"
"#","Date Time, GMT-04:00","Temp, °F (LGR S/N: 21741108, SEN S/N: 21741108)","Intensity, lum/ft² (LGR S/N: 21741108, SEN S/N: 21741108)","Coupler Attached (LGR S/N: 21741108)","Host Connected (LGR S/N: 21741108)","Stopped (LGR S/N: 21741108)","End Of File (LGR S/N: 21741108)"
1,06/20/23 08:00:00 AM,70.308,31.0,,,,
2,06/20/23 08:15:00 AM,70.480,33.0,,,,
3,06/20/23 08:30:00 AM,70.651,27.0,,,,
4,06/20/23 08:45:00 AM,70.824,34.0,,,,
5,06/20/23 09:00:00 AM,71.856,0.0,,,,
6,06/20/23 09:15:00 AM,73.062,0.0,,,,
7,06/20/23 09:30:00 AM,77.225,320.0,,,,
8,06/20/23 09:45:00 AM,77.923,0.0,,,,
9,06/20/23 10:00:00 AM,78.098,672.0,,,,
10,06/20/23 10:15:00 AM,82.686,512.0,,,,
11,06/20/23 10:30:00 AM,63.626,7.0,,,,
12,06/20/23 10:45:00 AM,62.769,24.0,,,,
13,06/20/23 11:00:00 AM,63.282,23.0,,,,
14,06/20/23 11:15:00 AM,63.282,17.0,,,,
15,06/20/23 11:30:00 AM,63.111,15.0,,,,
16,06/20/23 11:45:00 AM,62.254,19.0,,,,
17,06/20/23 12:00:00 PM,62.425,25.0,,,,
18,06/20/23 12:15:00 PM,62.425,17.0,,,,
19,06/20/23 12:30:00 PM,61.054,18.0,,,,
20,06/20/23 12:45:00 PM,62.083,23.0,,,,
21,06/20/23 01:00:00 PM,63.282,23.0,,,,
22,06/20/23 01:15:00 PM,62.254,18.0,,,,
23,06/20/23 01:30:00 PM,62.083,17.0,,,,
24,06/20/23 01:45:00 PM,62.940,23.0,,,,
25,06/20/23 02:00:00 PM,62.769,25.0,,,,
26,06/20/23 02:15:00 PM,62.940,25.0,,,,
27,06/20/23 02:30:00 PM,63.111,30.0,,,,
28,06/20/23 02:45:00 PM,63.626,21.0,,,,
29,06/20/23 03:00:00 PM,63.968,28.0,,,,
30,06/20/23 03:15:00 PM,63.111,15.0,,,,
31,06/20/23 03:30:00 PM,63.282,21.0,,,,
32,06/20/23 03:45:00 PM,63.455,14.0,,,,
33,06/20/23 04:00:00 PM,63.797,8.0,,,,
34,06/20/23 04:15:00 PM,63.455,5.0,,,,
35,06/20/23 04:30:00 PM,62.769,6.0,,,,
36,06/20/23 04:45:00 PM,61.912,4.0,,,,
37,06/20/23 05:00:00 PM,62.083,5.0,,,,
38,06/20/23 05:15:00 PM,62.254,4.0,,,,
39,06/20/23 05:30:00 PM,62.254,5.0,,,,
40,06/20/23 05:45:00 PM,62.598,4.0,,,,
41,06/20/23 06:00:00 PM,63.111,6.0,,,,
42,06/20/23 06:15:00 PM,63.282,3.0,,,,
43,06/20/23 06:30:00 PM,63.968,0.0,,,,
44,06/20/23 06:45:00 PM,63.968,0.0,,,,
45,06/20/23 07:00:00 PM,64.481,1.0,,,,
46,06/20/23 07:15:00 PM,64.310,0.0,,,,
47,06/20/23 07:30:00 PM,64.481,0.0,,,,
